,Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Male,Country,Timestamp,Clicked on Ad
461,32.99,45.0,49282.87,177.46,Phased full-range hardware,Masseyshire,0,Ecuador,30/4/2016 19:42,1
462,74.88,27.0,67240.25,175.17,Organized empowering policy,Sarahton,1,Sudan,17/4/2016 6:58,0
463,36.49,52.0,42136.33,196.61,Object-based system-worthy superstructure,Ryanhaven,1,Lao People's Democratic Republic,9/3/2016 0:41,1
464,88.04,45.0,62589.84,191.17,Profound explicit hardware,Lake Deborahburgh,1,Saint Vincent and the Grenadines,7/3/2016 20:02,0
465,45.7,33.0,67384.31,151.12,Self-enabling multimedia system engine,New Williammouth,1,Switzerland,26/5/2016 10:33,1
466,82.38,35.0,25603.93,159.6,Polarized analyzing intranet,Port Blake,0,Spain,18/7/2016 1:36,1
467,52.68,23.0,39616.0,149.2,Vision-oriented attitude-oriented Internet solution,West Richard,1,Turks and Caicos Islands,16/7/2016 5:56,1
468,65.59,47.0,28265.81,121.81,Digitized disintermediate ability,Brandymouth,0,Indonesia,22/3/2016 6:41,1
469,65.65,25.0,63879.72,224.92,Intuitive explicit firmware,Sandraville,1,Cook Islands,3/6/2016 6:34,0
470,43.84,36.0,70592.81,167.42,Public-key real-time definition,Port Jessica,0,Australia,28/6/2016 9:19,1
471,67.69,37.0,76408.19,216.57,Monitored content-based implementation,Lake Jasonchester,0,Finland,18/7/2016 18:33,0
472,78.37,24.0,55015.08,207.27,Quality-focused zero-defect budgetary management,Pearsonfort,0,Pakistan,23/1/2016 4:47,0
473,81.46,29.0,51636.12,231.54,Intuitive fresh-thinking moderator,Sellerstown,0,Ireland,29/2/2016 11:00,0
474,47.48,31.0,29359.2,141.34,Reverse-engineered 24hour hardware,Yuton,0,Eritrea,30/6/2016 0:19,1
475,75.15,33.0,71296.67,219.49,Synchronized zero tolerance product,Smithtown,1,France,19/6/2016 18:19,0
476,78.76,24.0,46422.76,219.98,Reactive interactive protocol,Joanntown,1,Austria,8/1/2016 8:08,0
477,44.96,50.0,52802.0,132.71,Focused fresh-thinking Graphic Interface,South Peter,1,Heard Island and McDonald Islands,2/1/2016 12:25,1
478,39.56,41.0,59243.46,143.13,Ameliorated exuding solution,Port Mitchell,1,Western Sahara,13/5/2016 11:57,1
479,39.76,28.0,35350.55,196.83,Integrated maximized service-desk,Pottermouth,1,Liberia,8/2/2016 14:02,1
480,57.11,22.0,59677.64,207.17,Self-enabling tertiary challenge,Lake Jonathanview,1,Dominican Republic,7/6/2016 23:46,0
481,83.26,40.0,70225.6,187.76,Decentralized foreground infrastructure,Alanview,1,Tonga,2/1/2016 14:36,0
482,69.42,25.0,65791.17,213.38,Quality-focused hybrid frame,Carterport,0,Lao People's Democratic Republic,13/2/2016 4:16,0
483,50.6,30.0,34191.13,129.88,Realigned reciprocal framework,New Daniellefort,1,United States of America,3/5/2016 12:57,1
484,46.2,37.0,51315.38,119.3,Distributed maximized ability,Welchshire,0,Belgium,3/4/2016 11:38,1
485,66.88,35.0,62790.96,119.47,Polarized bifurcated array,Russellville,1,Indonesia,23/3/2016 19:58,1
486,83.97,40.0,66291.67,158.42,Progressive asynchronous adapter,West Lisa,1,Croatia,2/2/2016 11:49,0
487,76.56,30.0,68030.18,213.75,Business-focused high-level hardware,Greentown,0,Brunei Darussalam,8/3/2016 10:39,0
488,35.49,48.0,43974.49,159.77,Fully-configurable holistic throughput,Timothyport,0,American Samoa,8/4/2016 14:35,1
489,80.29,31.0,49457.48,244.87,Ameliorated contextually-based collaboration,Teresahaven,1,Netherlands Antilles,30/6/2016 0:40,0
490,50.19,40.0,33987.27,117.3,Progressive uniform budgetary management,Lake Stephenborough,0,Thailand,25/3/2016 19:02,1
491,59.12,33.0,28210.03,124.54,Synergistic stable infrastructure,Silvaton,0,Greece,12/5/2016 21:32,1
492,59.88,30.0,75535.14,193.63,Reverse-engineered content-based intranet,West Michaelstad,1,French Polynesia,2/3/2016 5:11,0
493,59.7,28.0,49158.5,120.25,Expanded zero administration attitude,Florestown,0,Guernsey,10/5/2016 14:12,1
494,67.8,30.0,39809.69,117.75,Team-oriented 6thgeneration extranet,New Jay,1,Isle of Man,3/3/2016 2:59,1
495,81.59,35.0,65826.53,223.16,Managed disintermediate capability,North Lisachester,0,Holy See (Vatican City State),4/7/2016 11:03,0
496,81.1,29.0,61172.07,216.49,Front-line dynamic model,Port Stacy,1,El Salvador,8/7/2016 3:47,0
497,41.7,39.0,42898.21,126.95,Innovative regional structure,Jensenton,0,China,27/5/2016 5:35,1
498,73.94,27.0,68333.01,173.49,Function-based incremental standardization,North Alexandra,0,Myanmar,10/2/2016 13:46,0
499,58.35,37.0,70232.95,132.63,Universal asymmetric workforce,Rivasland,0,Macao,12/6/2016 21:21,1
500,51.56,46.0,63102.19,124.85,Business-focused client-driven forecast,Helenborough,0,Australia,7/1/2016 13:58,1
501,79.81,37.0,51847.26,253.17,Realigned global initiative,Garnerberg,0,United States Virgin Islands,13/5/2016 14:12,0
502,66.17,26.0,63580.22,228.7,Business-focused maximized complexity,North Anaport,0,Mexico,2/5/2016 0:01,0
503,58.21,37.0,47575.44,105.94,Open-source global strategy,Pattymouth,0,Djibouti,7/2/2016 17:06,1
504,66.12,49.0,39031.89,113.8,Stand-alone motivating moratorium,South Alexisborough,0,Cote d'Ivoire,15/2/2016 7:27,1
505,80.47,42.0,70505.06,215.18,Grass-roots multimedia policy,East Jennifer,1,Mali,21/2/2016 5:23,0
506,77.05,31.0,62161.26,236.64,Upgradable local migration,Hallfort,0,Jamaica,20/3/2016 22:27,0
507,49.99,41.0,61068.26,121.07,Profound bottom-line standardization,New Charleschester,0,Romania,24/3/2016 9:34,1
508,80.3,58.0,49090.51,173.43,Managed client-server access,East Breannafurt,0,Cayman Islands,4/4/2016 20:01,1
509,79.36,33.0,62330.75,234.72,Cross-platform directional intranet,East Susanland,1,Gambia,2/1/2016 4:50,0
510,57.86,30.0,19504.987499999996,166.86,Horizontal modular success,Estesfurt,0,Algeria,8/7/2016 17:14,1
511,70.29,26.0,62053.37,231.37,Vision-oriented multi-tasking success,Shirleyfort,1,Puerto Rico,28/3/2016 19:48,0
512,84.53,33.0,61922.06,215.18,Optional multi-state hardware,Douglasview,1,Norfolk Island,11/7/2016 9:32,0
513,59.13,44.0,49525.37,106.04,Upgradable heuristic system engine,South Lisa,1,Turkey,9/6/2016 17:11,1
514,81.51,41.0,53412.32,250.03,Future-proofed modular utilization,Kingshire,0,Guinea,19/5/2016 9:30,0
515,42.94,37.0,56681.65,130.4,Synergistic dynamic orchestration,Rebeccamouth,1,Moldova,12/4/2016 12:35,1
516,84.81,32.0,43299.63,233.93,Multi-layered stable encoding,Brownbury,1,Greece,4/7/2016 23:17,0
517,82.79,34.0,47997.75,132.08,Team-oriented zero-defect initiative,South Aaron,0,American Samoa,1/2/2016 0:52,1
518,59.22,55.0,39131.53,126.39,Polarized 5thgeneration matrix,North Andrew,1,Honduras,13/1/2016 2:39,1
519,35.0,40.0,46033.73,151.25,Fully-configurable context-sensitive Graphic Interface,South Walter,1,Mongolia,18/6/2016 16:02,1
520,46.61,42.0,65856.74,136.18,Progressive intermediate throughput,Catherinefort,0,Ethiopia,1/1/2016 20:17,1
521,63.26,29.0,54787.37,120.46,Customizable holistic archive,East Donna,1,Ethiopia,2/3/2016 4:02,1
522,79.16,32.0,69562.46,202.9,Compatible intermediate concept,East Timothy,1,Sri Lanka,30/3/2016 20:23,0
523,67.94,43.0,68447.17,128.16,Assimilated next generation firmware,North Kimberly,0,Morocco,1/5/2016 0:23,1
524,79.91,32.0,62772.42,230.18,Total zero administration software,South Stephanieport,1,United Arab Emirates,17/6/2016 3:02,0
525,66.14,41.0,78092.95,165.27,Re-engineered impactful software,North Isabellaville,0,Western Sahara,23/3/2016 8:52,0
526,43.65,39.0,63649.04,138.87,Business-focused background synergy,North Aaronburgh,0,Western Sahara,8/5/2016 22:24,1
527,59.61,21.0,60637.62,198.45,Future-proofed coherent budgetary management,Port James,1,Cambodia,6/4/2016 5:55,0
528,46.61,52.0,27241.11,156.99,Ergonomic methodical encoding,Danielview,0,New Zealand,5/4/2016 5:54,1
529,89.37,34.0,42760.22,162.03,Compatible dedicated productivity,Port Stacey,1,Australia,16/4/2016 12:26,0
530,65.1,49.0,59457.52,118.1,Up-sized real-time methodology,West Kevinfurt,1,Bulgaria,1/6/2016 3:44,1
531,53.44,42.0,42907.89,108.17,Up-sized next generation architecture,Lake Jennifer,1,Libyan Arab Jamahiriya,4/4/2016 22:00,1
532,79.53,51.0,46132.18,244.91,Managed 6thgeneration hierarchy,Reyesfurt,0,Barbados,26/6/2016 4:22,0
533,91.43,39.0,46964.11,209.91,Organic motivating model,West Carmenfurt,1,French Polynesia,7/7/2016 3:55,0
534,73.57,30.0,70377.23,212.38,Pre-emptive transitional protocol,North Stephanieberg,0,Uruguay,20/3/2016 8:22,0
535,78.76,32.0,70012.83,208.02,Managed attitude-oriented Internet solution,East Valerie,1,Uruguay,20/4/2016 10:04,0
536,76.49,23.0,56457.01,181.11,Public-key asynchronous matrix,Sherrishire,0,Brazil,25/3/2016 5:05,0
537,61.72,26.0,67279.06,218.49,Grass-roots systematic hardware,Port Daniel,0,Venezuela,14/2/2016 7:15,0
538,84.53,35.0,54773.99,236.29,User-centric composite contingency,Brownview,0,Myanmar,26/3/2016 0:32,0
539,72.03,34.0,70783.94,230.95,Up-sized bi-directional infrastructure,Greerton,1,Malta,5/7/2016 22:33,0
540,77.47,36.0,70510.59,222.91,Assimilated actuating policy,Hatfieldshire,1,Jamaica,14/3/2016 3:29,0
541,75.65,39.0,64021.55,247.9,Organized upward-trending contingency,Brianabury,1,Bahrain,30/5/2016 2:34,0
542,78.15,33.0,72042.85,194.37,Ergonomic neutral portal,New Maria,0,Algeria,7/3/2016 22:32,0
543,63.8,38.0,36037.33,108.7,Adaptive demand-driven knowledgebase,Colebury,1,Tuvalu,19/3/2016 0:27,1
544,76.59,29.0,67526.92,211.64,Reverse-engineered maximized focus group,Calebberg,0,Georgia,18/6/2016 5:17,0
545,42.6,55.0,55121.65,168.29,Switchable analyzing encryption,Lake Ian,0,Cambodia,11/7/2016 18:12,1
546,78.77,28.0,63497.62,211.83,Public-key intangible Graphical User Interface,Gomezport,0,Guam,1/1/2016 8:27,0
547,83.4,39.0,60879.48,235.01,Advanced local task-force,Shaneland,0,Tanzania,7/4/2016 1:57,0
548,79.53,33.0,61467.33,236.72,Profound well-modulated array,East Aaron,0,Indonesia,28/2/2016 22:02,0
549,73.89,35.0,70495.64,229.99,Multi-channeled asymmetric installation,Dustinborough,1,Somalia,26/6/2016 17:25,0
550,75.8,36.0,71222.4,224.9,Multi-layered fresh-thinking neural-net,East Michaelland,0,Belize,21/1/2016 4:30,0
551,81.95,31.0,64698.58,208.76,Distributed cohesive migration,East Connie,1,Serbia,1/5/2016 21:46,0
552,56.39,58.0,32252.38,154.23,Programmable uniform website,West Shannon,0,Australia,14/2/2016 10:06,1
553,44.73,35.0,55316.97,127.56,Object-based neutral policy,North Lauraland,1,Guam,27/1/2016 18:25,1
554,38.35,33.0,47447.89,145.48,Horizontal global leverage,Port Christopher,1,Christmas Island,16/6/2016 20:24,1
555,72.53,37.0,73474.82,223.93,Synchronized grid-enabled moratorium,South Patrickfort,0,Papua New Guinea,21/7/2016 10:01,0
556,56.2,49.0,53549.94,114.85,Adaptive uniform capability,East Georgeside,1,Bahamas,21/4/2016 18:31,1
557,79.67,28.0,58576.12,226.79,Total grid-enabled application,Charlesbury,0,Comoros,20/7/2016 1:56,0
558,75.42,26.0,63373.7,164.25,Optional regional throughput,Millertown,1,Western Sahara,26/2/2016 17:14,0
559,78.64,31.0,60283.47,235.28,Integrated client-server definition,South Renee,1,Nicaragua,16/1/2016 17:56,0
560,67.69,44.0,37345.34,109.22,Fundamental methodical support,South Jackieberg,0,Guam,1/4/2016 1:57,1
561,38.35,41.0,34886.01,144.69,Synergistic reciprocal attitude,Loriville,1,Vanuatu,24/6/2016 8:42,1
562,59.52,44.0,67511.86,251.08,Managed 5thgeneration time-frame,Amandaland,1,Bolivia,27/5/2016 18:45,0
563,62.26,37.0,77988.71,166.19,Vision-oriented uniform knowledgebase,West Robertside,0,Malawi,26/5/2016 15:40,0
564,64.75,36.0,63001.03,117.66,Multi-tiered stable leverage,North Sarashire,0,Venezuela,6/4/2016 1:19,1
565,79.97,26.0,61747.98,185.45,Down-sized explicit budgetary management,Port Maria,1,Nepal,8/1/2016 19:38,0
566,47.9,42.0,48467.68,114.53,Cross-group human-resource time-frame,East Jessefort,0,United Kingdom,24/2/2016 19:08,1
567,80.38,30.0,55130.96,238.06,Business-focused holistic benchmark,Port Anthony,0,Albania,10/3/2016 7:07,0
568,64.51,42.0,79484.8,190.71,Virtual 5thgeneration neural-net,Edwardmouth,1,Madagascar,29/4/2016 7:49,0
569,71.28,37.0,67307.43,246.72,Distributed scalable orchestration,Dustinchester,1,Guyana,10/4/2016 16:08,0
570,50.32,40.0,27964.6,125.65,Realigned intangible benchmark,Rochabury,0,Yemen,27/4/2016 18:25,1
571,72.76,33.0,66431.87,240.63,Virtual impactful algorithm,Williamsport,1,India,10/5/2016 4:28,0
572,72.8,35.0,63551.67,249.54,Public-key solution-oriented focus group,Austinland,0,Puerto Rico,3/1/2016 23:21,0
573,74.59,23.0,40135.06,158.35,Phased clear-thinking encoding,Lake Gerald,1,United States Virgin Islands,15/2/2016 16:52,1
574,46.66,45.0,49101.67,118.16,Grass-roots mission-critical emulation,Wrightview,0,Antigua and Barbuda,9/3/2016 2:07,1
575,48.86,54.0,53188.69,134.46,Proactive encompassing paradigm,Perryburgh,0,French Guiana,9/1/2016 17:33,1
576,37.05,39.0,49742.83,142.81,Automated object-oriented firmware,Tracyhaven,1,Antigua and Barbuda,3/2/2016 5:47,1
577,81.21,36.0,63394.41,233.04,User-friendly content-based customer loyalty,South Jaimeview,0,Turkmenistan,2/1/2016 9:30,0
578,66.89,23.0,64433.99,208.24,Universal incremental array,Sandersland,1,Honduras,4/1/2016 7:28,0
579,68.11,38.0,73884.48,231.21,Reactive national success,South Meredithmouth,0,Seychelles,7/1/2016 21:21,0
580,69.15,46.0,36424.94,112.72,Automated multi-state toolset,Richardsonshire,0,Cyprus,24/7/2016 0:22,1
581,65.72,36.0,28275.48,120.12,Managed didactic flexibility,Kimberlymouth,0,Saint Pierre and Miquelon,13/2/2016 13:57,1
582,40.04,27.0,48098.86,161.58,Cross-platform neutral system engine,Meghanchester,0,Poland,8/5/2016 10:25,1
583,68.6,33.0,68448.94,135.08,Focused high-level frame,Tammyshire,0,Taiwan,17/2/2016 18:50,1
584,56.16,25.0,66429.84,164.25,Seamless motivating approach,Millerbury,1,Cote d'Ivoire,22/1/2016 19:43,1
585,78.6,46.0,41768.13,254.59,Enhanced systematic adapter,Lake Elizabethside,1,Micronesia,20/7/2016 13:21,0
586,78.29,38.0,57844.96,252.07,Networked regional Local Area Network,Villanuevaton,0,Liberia,5/1/2016 20:58,0
587,43.83,45.0,35684.82,129.01,Total human-resource flexibility,Greerport,0,Saudi Arabia,29/1/2016 5:39,1
588,77.31,32.0,62792.43,238.1,Assimilated homogeneous service-desk,North Garyhaven,0,Nepal,17/6/2016 20:18,0
589,39.86,28.0,51171.23,161.24,Ergonomic zero tolerance encoding,East Sharon,0,Ghana,23/2/2016 13:55,1
590,66.77,25.0,58847.07,141.13,Cross-platform zero-defect structure,Johnstonmouth,0,Iran,9/7/2016 11:18,1
591,57.2,42.0,57739.03,110.66,Innovative maximized groupware,East Heatherside,0,New Zealand,19/3/2016 11:09,1
592,73.15,25.0,64631.22,211.12,Face-to-face executive encryption,Lake Patrick,1,Libyan Arab Jamahiriya,29/1/2016 7:14,0
593,82.07,24.0,50337.93,193.97,Monitored local Internet solution,Richardsonmouth,0,Sri Lanka,14/6/2016 7:02,0
594,49.84,38.0,67781.31,135.24,Phased hybrid superstructure,Jenniferhaven,1,United Arab Emirates,18/5/2016 3:19,1
595,43.97,36.0,68863.95,156.97,User-friendly grid-enabled analyzer,Boyerberg,1,Indonesia,30/1/2016 9:54,1
596,77.25,27.0,55901.12,231.38,Pre-emptive neutral contingency,Port Elijah,1,Saint Vincent and the Grenadines,25/4/2016 16:58,0
597,74.84,37.0,64775.1,246.44,User-friendly impactful time-frame,Knappburgh,1,Mongolia,14/1/2016 16:30,0
598,83.53,36.0,67686.16,204.56,Customizable methodical Graphical User Interface,New Dawnland,0,Honduras,6/7/2016 5:34,0
599,38.63,48.0,57777.11,222.11,Cross-platform logistical pricing structure,Chapmanmouth,0,Papua New Guinea,7/4/2016 10:51,1
600,84.0,48.0,46868.53,136.21,Inverse discrete extranet,Robertside,1,Kyrgyz Republic,17/4/2016 5:08,1
601,52.13,50.0,40926.93,118.27,Open-source even-keeled database,West Raymondmouth,1,Ethiopia,28/1/2016 17:03,1
602,71.83,40.0,22205.74,135.48,Diverse background ability,Costaburgh,1,Rwanda,18/2/2016 22:42,1
603,78.36,24.0,58920.44,196.77,Multi-tiered foreground Graphic Interface,Kristineberg,1,Kyrgyz Republic,24/6/2016 21:09,0
604,50.18,35.0,63006.14,127.82,Customizable hybrid system engine,Sandrashire,1,Grenada,20/6/2016 4:24,1
605,64.67,51.0,24316.61,138.35,Horizontal incremental website,Andersonfurt,1,Togo,14/2/2016 16:33,1
606,69.5,26.0,68348.99,203.84,Front-line systemic capability,Tranland,0,Pakistan,27/2/2016 13:51,0
607,65.22,30.0,66263.37,240.09,Fully-configurable foreground solution,Michaelland,1,Falkland Islands (Malvinas),7/5/2016 15:16,0
608,62.06,40.0,63493.6,116.27,Digitized radical array,East Rachaelfurt,1,Jersey,16/3/2016 20:10,1
609,84.29,30.0,56984.09,160.33,Team-oriented transitional methodology,Lake Johnbury,1,Cayman Islands,26/6/2016 2:06,1
610,32.91,37.0,51691.55,181.02,Future-proofed fresh-thinking conglomeration,Elizabethstad,0,South Africa,17/7/2016 14:26,1
611,39.5,31.0,49911.25,148.19,Operative multi-tasking Graphic Interface,West Brad,1,Micronesia,28/1/2016 16:42,1
612,75.19,31.0,33502.57,245.76,Implemented discrete frame,Johnstonshire,1,Tajikistan,16/6/2016 18:04,0
613,76.21,31.0,65834.97,228.94,Ameliorated exuding encryption,Lake Timothy,1,Bolivia,19/6/2016 23:21,0
614,67.76,31.0,66176.97,242.59,Programmable high-level benchmark,Anthonyfurt,0,Cameroon,24/5/2016 17:42,0
615,40.01,53.0,51463.17,161.77,Sharable multimedia conglomeration,East Brettton,0,Ecuador,1/3/2016 22:06,1
616,52.7,41.0,41059.64,109.34,Team-oriented high-level orchestration,New Matthew,1,Zambia,31/1/2016 8:50,1
617,68.41,38.0,61428.18,259.76,Grass-roots empowering paradigm,Christopherchester,0,Guinea-Bissau,30/4/2016 15:27,0
618,35.55,39.0,51593.46,151.18,Robust object-oriented Graphic Interface,Westshire,0,Micronesia,13/1/2016 20:38,1
619,74.54,24.0,57518.73,219.75,Switchable secondary ability,Alexisland,0,Bahamas,30/3/2016 16:15,0
620,81.75,24.0,52656.13,190.08,Open-architected web-enabled benchmark,Kevinchester,1,Cape Verde,29/4/2016 18:53,0
621,87.85,31.0,52178.98,210.27,Compatible scalable emulation,New Patriciashire,1,French Polynesia,14/6/2016 19:48,0
622,60.23,60.0,46239.14,151.54,Seamless optimal contingency,Port Brenda,1,Saudi Arabia,15/7/2016 15:43,1
623,87.97,35.0,48918.55,149.25,Secured secondary superstructure,Port Brianfort,1,France,24/3/2016 5:38,0
624,78.17,27.0,65227.79,192.27,Automated mobile model,Portermouth,1,Burundi,26/4/2016 20:57,0
625,67.91,23.0,55002.05,146.8,Re-engineered non-volatile neural-net,Hubbardmouth,1,Latvia,12/1/2016 3:28,1
626,85.77,27.0,52261.73,191.78,Implemented disintermediate attitude,South Brian,1,Morocco,9/4/2016 23:26,0
627,41.16,49.0,59448.44,150.83,Configurable interactive contingency,Hendrixmouth,1,Venezuela,28/3/2016 9:15,1
628,53.54,39.0,47314.45,108.03,Optimized systemic capability,Julietown,0,Palau,23/6/2016 11:05,1
629,73.94,26.0,55411.06,236.15,Front-line non-volatile implementation,Lukeport,1,Isle of Man,24/1/2016 1:53,0
630,63.43,29.0,66504.16,236.75,Ergonomic 24/7 solution,New Shane,1,Peru,15/4/2016 10:18,0
631,84.59,36.0,47169.14,241.8,Integrated grid-enabled budgetary management,Lake Jillville,1,Belgium,26/4/2016 13:13,0
632,70.13,31.0,70889.68,224.98,Profit-focused systemic support,Johnsonfort,0,Croatia,16/5/2016 23:21,0
633,40.19,37.0,55358.88,136.99,Right-sized system-worthy project,Adamsbury,0,France,18/1/2016 2:51,1
634,58.95,55.0,56242.7,131.29,Proactive actuating Graphical User Interface,East Maureen,1,Slovenia,20/6/2016 8:34,1
635,35.76,51.0,45522.44,195.07,Versatile optimizing projection,North Angelastad,0,Peru,18/7/2016 4:53,1
636,59.36,49.0,46931.03,110.84,Universal multi-state system engine,Amandafort,0,Belarus,1/7/2016 1:12,1
637,91.1,40.0,55499.69,198.13,Secured intermediate approach,Michaelmouth,1,Bolivia,7/3/2016 22:51,0
638,61.04,41.0,75805.12,149.21,Operative didactic Local Area Network,Ronaldport,0,Benin,2/5/2016 15:31,1
639,74.06,23.0,40345.49,225.99,Phased content-based middleware,Port Davidland,0,Wallis and Futuna,23/7/2016 6:18,0
640,64.63,45.0,19504.987499999996,158.8,Triple-buffered high-level Internet solution,Isaacborough,1,Azerbaijan,12/6/2016 3:11,1
641,81.29,28.0,33239.2,219.72,Synergized well-modulated Graphical User Interface,Lake Michael,0,Mongolia,15/2/2016 20:41,0
642,76.07,36.0,68033.54,235.56,Implemented bottom-line implementation,West Michaelshire,0,Denmark,23/1/2016 1:42,0
643,75.92,22.0,38427.66,182.65,Monitored context-sensitive initiative,Port Calvintown,0,Russian Federation,26/2/2016 1:18,0
644,78.35,46.0,53185.34,253.48,Pre-emptive client-server open system,Parkerhaven,0,Brazil,11/1/2016 2:07,0
645,46.14,28.0,39723.97,137.97,Seamless bandwidth-monitored knowledge user,Markhaven,1,Ethiopia,4/4/2016 13:56,1
646,44.33,41.0,43386.07,120.63,Ergonomic empowering frame,Estradashire,0,Guyana,14/1/2016 9:27,1
647,46.43,28.0,53922.43,137.2,Reverse-engineered background Graphic Interface,Brianland,1,Ethiopia,25/4/2016 3:18,1
648,66.04,27.0,71881.84,199.76,Synergistic non-volatile analyzer,Cassandratown,0,Mauritius,5/3/2016 23:02,0
649,84.31,29.0,47139.21,225.87,Object-based optimal solution,West Dannyberg,0,Djibouti,6/1/2016 21:43,0
650,83.66,38.0,68877.02,175.14,Profound dynamic attitude,East Debraborough,0,Syrian Arab Republic,18/2/2016 3:58,0
651,81.25,33.0,65186.58,222.35,Enhanced system-worthy toolset,Frankchester,1,Saint Martin,16/4/2016 14:15,0
652,85.26,32.0,55424.24,224.07,Reverse-engineered dynamic function,Lisafort,1,Netherlands Antilles,24/2/2016 6:18,0
653,86.53,46.0,46500.11,233.36,Networked responsive application,Colemanshire,0,Greece,29/6/2016 1:19,0
654,76.44,26.0,58820.16,224.2,Distributed intangible database,Troyville,1,Madagascar,5/1/2016 6:34,0
655,52.84,43.0,28495.21,122.31,Multi-tiered mobile encoding,Hobbsbury,0,Senegal,16/7/2016 10:14,1
656,85.24,31.0,61840.26,182.84,Optional contextually-based flexibility,Harrisonmouth,1,Burkina Faso,17/6/2016 3:23,0
657,74.71,46.0,37908.29,258.06,Proactive local focus group,Port Eugeneport,1,Czech Republic,13/6/2016 11:06,0
658,82.95,39.0,69805.7,201.29,Customer-focused impactful success,Karenmouth,0,Lao People's Democratic Republic,5/4/2016 8:18,0
659,76.42,26.0,60315.19,223.16,Open-source optimizing parallelism,Brendaburgh,1,Netherlands Antilles,17/4/2016 18:38,0
660,42.04,49.0,67323.0,182.11,Organic logistical adapter,New Christinatown,0,Qatar,3/2/2016 16:54,1
661,46.28,26.0,50055.33,228.78,Stand-alone eco-centric system engine,Jacksonstad,1,Andorra,18/4/2016 21:07,1
662,48.26,50.0,43573.66,122.45,User-centric intermediate knowledge user,South Margaret,1,Liechtenstein,18/6/2016 22:31,1
663,71.03,55.0,28186.65,150.77,Programmable didactic capacity,Port Georgebury,0,China,12/3/2016 7:18,1
664,81.37,33.0,66412.04,215.04,Enhanced regional conglomeration,New Jessicaport,0,Vietnam,15/1/2016 1:20,0
665,58.05,32.0,19504.987499999996,195.54,Total asynchronous architecture,Sanderstown,1,Tajikistan,12/2/2016 10:39,1
666,75.0,29.0,63965.16,230.36,Secured upward-trending benchmark,Perezland,1,Eritrea,16/2/2016 2:29,0
667,79.61,31.0,58342.63,235.97,Customizable value-added project,Luisfurt,0,Monaco,4/4/2016 21:23,0
668,52.56,31.0,33147.19,250.36,Integrated interactive support,New Karenberg,1,Israel,24/4/2016 1:48,1
669,62.18,33.0,65899.68,126.44,Reactive impactful challenge,West Leahton,0,Hungary,20/5/2016 0:00,1
670,77.89,26.0,64188.5,201.54,Switchable multi-state success,West Sharon,0,Singapore,15/5/2016 3:10,0
671,66.08,61.0,58966.22,184.23,Synchronized multi-tasking ability,Klineside,1,Cuba,7/1/2016 23:02,1
672,89.21,33.0,44078.24,210.53,Fundamental clear-thinking knowledgebase,Lake Cynthia,0,Reunion,19/7/2016 12:05,0
673,49.96,55.0,60968.62,151.94,Multi-layered user-facing parallelism,South Cynthiashire,1,Zambia,4/4/2016 0:02,1
674,77.44,28.0,65620.25,210.39,Front-line incremental access,Lake Jacob,0,Gabon,10/6/2016 4:21,0
675,82.58,38.0,65496.78,225.23,Open-architected zero administration secured line,West Samantha,1,Dominica,11/3/2016 14:50,0
676,39.36,29.0,52462.04,161.79,Mandatory disintermediate info-mediaries,Jeremybury,1,Bahamas,14/1/2016 20:58,1
677,47.23,38.0,70582.55,149.8,Implemented context-sensitive Local Area Network,Blevinstown,1,Tokelau,22/6/2016 5:22,1
678,87.85,34.0,51816.27,153.01,Digitized interactive initiative,Meyerchester,0,Turkmenistan,19/3/2016 8:00,0
679,65.57,46.0,23410.75,130.86,Implemented asynchronous application,Reginamouth,0,Belgium,15/4/2016 15:07,1
680,78.01,26.0,62729.4,200.71,Focused multi-state workforce,Donaldshire,1,French Guiana,28/3/2016 2:29,0
681,44.15,28.0,48867.67,141.96,Proactive secondary monitoring,Salazarbury,1,Martinique,22/1/2016 15:03,1
682,43.57,36.0,50971.73,125.2,Front-line upward-trending groupware,Lake Joshuafurt,1,French Polynesia,25/6/2016 17:33,1
683,76.83,28.0,67990.84,192.81,Quality-focused 5thgeneration orchestration,Wintersfort,0,Ecuador,4/3/2016 14:33,0
684,42.06,34.0,43241.19,131.55,Multi-layered secondary software,Jamesmouth,0,Puerto Rico,29/6/2016 2:48,1
685,76.27,27.0,60082.66,226.69,Total coherent superstructure,Laurieside,1,United Arab Emirates,18/6/2016 1:42,0
686,74.27,37.0,65180.97,247.05,Monitored executive architecture,Andrewmouth,1,Burkina Faso,31/1/2016 9:57,0
687,73.27,28.0,67301.39,216.24,Front-line multi-state hub,West Angela,1,Luxembourg,22/5/2016 15:17,0
688,74.58,36.0,70701.31,230.52,Configurable mission-critical algorithm,East Carlos,0,Jamaica,22/7/2016 11:05,0
689,77.5,28.0,60997.84,225.34,Face-to-face responsive alliance,Kennedyfurt,1,Antarctica (the territory South of 60 deg S),13/7/2016 14:05,0
690,87.16,33.0,60805.93,197.15,Reduced holistic help-desk,Blairville,0,China,11/2/2016 11:50,0
691,87.16,37.0,50711.68,231.95,Pre-emptive content-based frame,East Donnatown,1,Western Sahara,16/3/2016 20:33,0
692,66.26,47.0,19504.987499999996,179.04,Optional full-range projection,Matthewtown,1,Lebanon,25/4/2016 19:31,1
